Pathogen,Host,family,pk_reference_id,fk_host_id,fk_pathogen_id,pk_host_pathogen_id,host_genus,host_species,host_subspecific_taxa,pathogen_genus,pathogen_species,pathogen_subspecific_taxa,virus_MPLO_names,rust_state,notes,plant_part,symptom
Acremonium bacillisporum,Acer saccharinum,Aceraceae,7867,36,82060,104339,Acer,saccharinum,,Acremonium,bacillisporum,,,,,leaves,
Acremonium bacillisporum,Pisum sativum,Fabaceae,2095,3928,82060,23792,Pisum,sativum,,Acremonium,bacillisporum,,,,,on stem,
Acremonium boreale,Acer negundo,Aceraceae,5501,28,31132,29154,Acer,negundo,,Acremonium,boreale,,,,,,
Acremonium boreale,Agropyron cristatum,Poaceae,5501,101,31132,30917,Agropyron,cristatum,,Acremonium,boreale,,,,,,
Acremonium boreale,Agrostis stolonifera,Poaceae,5501,159,31132,30941,Agrostis,stolonifera,,Acremonium,boreale,,,,,,
Acremonium boreale,Alopecurus,Poaceae,5501,6005,31132,32081,Alopecurus,,,Acremonium,boreale,,,,,,
Acremonium boreale,Avena chinensis,Poaceae,5501,7206,31132,33125,Avena,chinensis,,Acremonium,boreale,,,,,,
Acremonium boreale,Avena fatua,Poaceae,5501,705,31132,33124,Avena,fatua,,Acremonium,boreale,,,,,,
Acremonium boreale,Beckmannia syzigachne,Poaceae,5501,729,31132,33525,Beckmannia,syzigachne,,Acremonium,boreale,,,,,,
Acremonium boreale,Brassica campestris,Brassicaceae,5501,7239,31132,35185,Brassica,campestris,,Acremonium,boreale,,,,,,
Acremonium boreale,Brassica napus,Brassicaceae,5501,832,31132,35184,Brassica,napus,,Acremonium,boreale,,,,,,
Acremonium boreale,Bromus inermis,Poaceae,5501,885,31132,35907,Bromus,inermis,,Acremonium,boreale,,,,,,
Acremonium boreale,Chenopodium album,Chenopodiaceae,5501,1410,31132,36826,Chenopodium,album,,Acremonium,boreale,,,,,,
Acremonium boreale,Dactylis glomerata,Poaceae,5501,1772,31132,37776,Dactylis,glomerata,,Acremonium,boreale,,,,,,
Acremonium boreale,Descurainia sophia,Brassicaceae,5501,1820,31132,38031,Descurainia,sophia,,Acremonium,boreale,,,,,,
Acremonium boreale,Elytrigia intermedia,Poaceae,5501,7024,31132,38261,Elytrigia,intermedia,,Acremonium,boreale,,,,,,
Acremonium boreale,Equisetum arvense,Equisetaceae,5501,2118,31132,38506,Equisetum,arvense,,Acremonium,boreale,,,,,,
Acremonium boreale,Festuca rubra,Poaceae,5501,2297,31132,39103,Festuca,rubra,,Acremonium,boreale,,,,,,
Acremonium boreale,Hordeum vulgare,Poaceae,5501,2695,31132,40388,Hordeum,vulgare,,Acremonium,boreale,,,,,,
Acremonium boreale,Larix laricina,Pinaceae,5501,2944,31132,41695,Larix,laricina,,Acremonium,boreale,,,,,,
Acremonium boreale,Lathyrus,Fabaceae,5501,2970,31132,42048,Lathyrus,,,Acremonium,boreale,,,,,,
Acremonium boreale,Lotus corniculatus,Fabaceae,5501,3173,31132,42577,Lotus,corniculatus,,Acremonium,boreale,,,,,,
Acremonium boreale,Medicago sativa,Fabaceae,5501,3405,31132,43401,Medicago,sativa,,Acremonium,boreale,,,,,,
Acremonium boreale,Melilotus officinalis,Fabaceae,5501,3429,31132,43765,Melilotus,officinalis,,Acremonium,boreale,,,,,,
Acremonium boreale,Onobrychis viciifolia,Fabaceae,5501,3572,31132,44100,Onobrychis,viciifolia,,Acremonium,boreale,,,,,,
Acremonium boreale,Phleum pratense,Poaceae,5501,3813,31132,44615,Phleum,pratense,,Acremonium,boreale,,,,,,
Acremonium boreale,Poa annua,Poaceae,5501,3984,31132,51835,Poa,annua,,Acremonium,boreale,,,,,,
Acremonium boreale,Poa pratensis,Poaceae,5501,4020,31132,51836,Poa,pratensis,,Acremonium,boreale,,,,,,
Acremonium boreale,Populus tremuloides,Salicaceae,5501,4153,31132,52090,Populus,tremuloides,,Acremonium,boreale,,,,,,
Acremonium boreale,Quercus macrocarpa,Fagaceae,5501,4418,31132,56557,Quercus,macrocarpa,,Acremonium,boreale,,,,,,
Acremonium boreale,Salix acutifolia,Salicaceae,5501,8276,31132,57952,Salix,acutifolia,,Acremonium,boreale,,,,,,
Acremonium boreale,Salix vitellina,Salicaceae,5501,8275,31132,57951,Salix,vitellina,,Acremonium,boreale,,,,,,
Acremonium boreale,Secale cereale,Poaceae,5501,5032,31132,59019,Secale,cereale,,Acremonium,boreale,,,,,,
Acremonium boreale,Silene noctiflora,Caryophyllaceae,5501,5111,31132,59213,Silene,noctiflora,,Acremonium,boreale,,,,,,
Acremonium boreale,Thlaspi arvense,Brassicaceae,5501,5465,31132,60390,Thlaspi,arvense,,Acremonium,boreale,,,,,,
Acremonium boreale,Trifolium hybridum,Fabaceae,5501,5533,31132,60950,Trifolium,hybridum,,Acremonium,boreale,,,,,,
Acremonium boreale,Trifolium hybridum,Fabaceae,5501,5533,31132,60953,Trifolium,hybridum,,Acremonium,boreale,,,,,,
Acremonium boreale,Trifolium pratense,Fabaceae,5501,5539,31132,60951,Trifolium,pratense,,Acremonium,boreale,,,,,,
Acremonium boreale,Trifolium repens,Fabaceae,5501,5541,31132,60952,Trifolium,repens,,Acremonium,boreale,,,,,,
Acremonium boreale,Trifolium repens,Fabaceae,5501,5541,31132,60954,Trifolium,repens,,Acremonium,boreale,,,,,,
Acremonium boreale,Triticum aestivum,Poaceae,5501,5563,31132,61355,Triticum,aestivum,,Acremonium,boreale,,,,,,
Acremonium charticola,Populus tremuloides,Salicaceae,6299,4153,54072,52091,Populus,tremuloides,,Acremonium,charticola,,,,,,
Acremonium chrysogenum,Sphagnum,Spagnales,8277,5297,97480,111047,Sphagnum,,,Acremonium,chrysogenum,,,,,,
Acremonium coenophialum,Festuca,Poaceae,7580,2307,97086,98678,Festuca,,,Acremonium,coenophialum,,,,,,
Acremonium curvulum,Sphagnum fuscum,Spagnales,6687,5294,96845,93500,Sphagnum,fuscum,,Acremonium,curvulum,,,,,,
Acremonium curvulum,Sphagnum fuscum,Spagnales,8255,5294,96845,110841,Sphagnum,fuscum,,Acremonium,curvulum,,,,isolated from decomposing host,,
Acremonium fuci,Fucus distichus,Fucaceae,7933,2376,97248,105400,Fucus,distichus,,Acremonium,fuci,,,,,,
Acremonium furcatum,Salicornia rubra,Chenopodiaceae,3933,8270,77303,3692,Salicornia,rubra,,Acremonium,furcatum,,,,,"on seedling roots, shoots",none
Acremonium kiliense,Abies balsamea,Pinaceae,3799,4,44972,4810,Abies,balsamea,,Acremonium,kiliense,,,,,on needles,
Acremonium kiliense,Malus pumila,Rosaceae,1279,3315,44972,42991,Malus,pumila,,Acremonium,kiliense,,,,,,
Acremonium strictum,Lens culinaris,Fabaceae,515,2992,64964,22159,Lens,culinaris,,Acremonium,strictum,,,,,on roots,root rot: root discolouration and foliar chlorosis in seedlings(exp)
Acremonium strictum,Phleum pratense,Poaceae,1617,3813,64964,17986,Phleum,pratense,,Acremonium,strictum,,,,,,
Acremonium strictum,Solanum lycopersicum,Solanaceae,8738,10596,64964,119850,Solanum,lycopersicum,,Acremonium,strictum,,,,,,Chancre sec
Acremonium strictum,Sphagnum,Spagnales,8277,5297,64964,111048,Sphagnum,,,Acremonium,strictum,,,,,,
Acremonium strictum,Triticum aestivum,Poaceae,5167,5563,64964,10086,Triticum,aestivum,,Acremonium,strictum,,,,,on seedling plants,
Acremonium strictum,Vaccinium angustifolium,Ericaceae,756,5626,64964,62983,Vaccinium,angustifolium,,Acremonium,strictum,,,,,,
Acremonium strictum,Zea mays,Poaceae,1736,5844,64964,63767,Zea,mays,,Acremonium,strictum,,,,,,
Acremonium tsugae,Tsuga heterophylla,Pinaceae,3356,5581,64013,62032,Tsuga,heterophylla,,Acremonium,tsugae,,,,,,
Acremonium tsugae,Tsuga heterophylla,Pinaceae,8488,5581,64013,112814,Tsuga,heterophylla,,Acremonium,tsugae,,,,,,
Acrocordia cavata,Populus,Salicaceae,6349,4159,71088,25789,Populus,,,Acrocordia,cavata,,,,,,lichen
Acrocordia cavata,Populus,Salicaceae,6349,4159,71088,25858,Populus,,,Acrocordia,cavata,,,,,,lichen
Acrodictys globulosa,Alnus,Betulaceae,5663,227,33255,31275,Alnus,,,Acrodictys,globulosa,,,,,,
Acrodictys globulosa,Populus tremuloides,Salicaceae,5663,4153,33255,52092,Populus,tremuloides,,Acrodictys,globulosa,,,,,,
Acrophragmis,Abies balsamea,Pinaceae,8010,4,97282,107843,Abies,balsamea,,Acrophragmis,,,,,,needles,
Acrospermum compressum,Agropyron,Poaceae,559,151,1369,65347,Agropyron,,,Acrospermum,compressum,,,,,,
Acrospermum compressum,Agropyron,Poaceae,559,151,1369,65364,Agropyron,,,Acrospermum,compressum,,,,,,
Acrospermum compressum,Bromus,Poaceae,559,919,1369,69531,Bromus,,,Acrospermum,compressum,,,,,,
Acrospermum compressum,Draba paysonii,Brassicaceae,343,1914,1369,72648,Draba,paysonii,,Acrospermum,compressum,,,,,,
Acrospermum cuneolum,Acer,Aceraceae,2055,43,723,29156,Acer,,,Acrospermum,cuneolum,,,,,,
Acrospermum cuneolum,Acer spicatum,Aceraceae,3507,42,723,29155,Acer,spicatum,,Acrospermum,cuneolum,,,,,,
Acrospermum cuneolum,Acer spicatum,Aceraceae,6187,42,723,64701,Acer,spicatum,,Acrospermum,cuneolum,,,,,,
Acrospermum cuneolum,Salix,Salicaceae,3356,4874,723,57953,Salix,,,Acrospermum,cuneolum,,,,,,
Acrostalagmus,Acer saccharum,Aceraceae,3190,39,31135,29157,Acer,saccharum,,Acrostalagmus,,,,,,,
Acrostalagmus,Betula lutea,Betulaceae,3190,7212,31135,33700,Betula,lutea,,Acrostalagmus,,,,,,,
Acrostalagmus,Pinus contorta var. latifolia,Pinaceae,5821,3884,31135,5041,Pinus,contorta,var. latifolia,Acrostalagmus,,,,,,in rhizosphere,
Acrostalagmus obovatus,Medicago sativa,Fabaceae,2095,3405,80349,22451,Medicago,sativa,,Acrostalagmus,obovatus,,,,,,
Acrostaphylus,Betula papyrifera,Betulaceae,5298,772,35682,33701,Betula,papyrifera,,Acrostaphylus,,,,,,,
Acrotheca,Salix,Salicaceae,3356,4874,59935,57954,Salix,,,Acrotheca,,,,,,,
Acrotheca dearnessiana,Pyrus melanocarpa,Rosaceae,816,7160,34876,32895,Pyrus,melanocarpa,,Acrotheca,dearnessiana,,,,,,
Acrotheca dearnessiana,Pyrus melanocarpa,Rosaceae,4974,7160,34876,32896,Pyrus,melanocarpa,,Acrotheca,dearnessiana,,,,,,
Actidium nitidum,Juniperus,Cupressaceae,3356,2879,43067,41086,Juniperus,,,Actidium,nitidum,,,,,,
Actinomucor,Fragaria x ananassa,Rosaceae,3303,2321,41186,39205,Fragaria,x ananassa,,Actinomucor,,,,,,,
Actinomucor elegans,Fragaria,Rosaceae,2086,2345,41187,39206,Fragaria,,,Actinomucor,elegans,,,,,,
Actinomucor repens,Fragaria,Rosaceae,2095,2345,80350,22452,Fragaria,,,Actinomucor,repens,,,,,on calyx,
Actinonema aquilegiae,Aquilegia,Ranunculaceae,559,391,3247,67226,Aquilegia,,,Actinonema,aquilegiae,,,,,leaves,"leaf spot, tache ascochytique"
Actinonema aquilegiae,Aquilegia,Ranunculaceae,1178,391,3247,67225,Aquilegia,,,Actinonema,aquilegiae,,,,,leaves,"leaf spot, tache ascochytique"
Actinonema aquilegiae,Aquilegia,Ranunculaceae,1185,391,3247,67227,Aquilegia,,,Actinonema,aquilegiae,,,,,leaves,"leaf spot, tache ascochytique"
Actinonema pyrolae,Pyrola grandiflora,Pyrolaceae,3280,4401,21153,85131,Pyrola,grandiflora,,Actinonema,pyrolae,,,,,,
Actinopelte dryina,Quercus rubra,Fagaceae,98,4425,21349,85328,Quercus,rubra,,Actinopelte,dryina,,,,,leaves,"leaf spot, tache des feuilles"
Actinopelte dryina,Quercus rubra,Fagaceae,140,4425,21349,13545,Quercus,rubra,,Actinopelte,dryina,,,,,on leaves,leaf spot
Actinopelte dryina,Quercus rubra,Fagaceae,1198,4425,21349,85327,Quercus,rubra,,Actinopelte,dryina,,,,,leaves,"leaf spot, tache des feuilles"
Actinopelte dryina,Quercus rubra,Fagaceae,2095,4425,21349,22453,Quercus,rubra,,Actinopelte,dryina,,,,,,
Actinopelte dryina,Quercus rubra,Fagaceae,3510,4425,21349,17546,Quercus,rubra,,Actinopelte,dryina,,,,,on leaves,leaf spot
Actinothyrium graminis,Poa,Poaceae,4949,4027,17828,81806,Poa,,,Actinothyrium,graminis,,,,,,
Aecidium,Abies balsamea,Pinaceae,1210,4,28847,26869,Abies,balsamea,,Aecidium,,,,,,,
Aecidium,Caltha leptosepala,Ranunculaceae,3356,981,28847,36179,Caltha,leptosepala,,Aecidium,,,,,,,"rust, rouille"
Aecidium,Lilium columbianum,Liliaceae,3356,7818,28847,42277,Lilium,columbianum,,Aecidium,,,,,,,
Aecidium,Lilium columbianum,Liliaceae,5836,7818,28847,42278,Lilium,columbianum,,Aecidium,,,,,,,
Aecidium ageratinae,Eupatorium ageratoides,Asteraceae,5503,7611,40586,38605,Eupatorium,ageratoides,,Aecidium,ageratinae,,,,,,"rust, rouille"
Aecidium circinans f. aconiti-delphinii,Aconitum,Ranunculaceae,940,61,1280,65258,Aconitum,,,Aecidium,circinans,f. aconiti-delphinii,,,,,
Aecidium columbiense,Hieracium albiflorum,Asteraceae,172,2643,10921,74899,Hieracium,albiflorum,,Aecidium,columbiense,,,,,,
Aecidium columbiense,Hieracium albiflorum,Asteraceae,3356,2643,10921,40336,Hieracium,albiflorum,,Aecidium,columbiense,,,,,,"rust, rouille"
Aecidium columbiense,Hieracium albiflorum,Asteraceae,5836,2643,10921,40337,Hieracium,albiflorum,,Aecidium,columbiense,,,,,,"rust, rouille"
Aecidium compositarum,Aster lindleyanus,Asteraceae,1676,7177,34933,32952,Aster,lindleyanus,,Aecidium,compositarum,,,,,,
Aecidium compositarum,Lactuca canadensis,Asteraceae,1676,2911,34933,41556,Lactuca,canadensis,,Aecidium,compositarum,,,,,,
Aecidium epilobii,Epilobium,Onagraceae,940,2115,9183,73161,Epilobium,,,Aecidium,epilobii,,,,,,
Aecidium graebnerianum,Plantago eriopoda,Plantaginaceae,1623,3934,91068,1934,Plantago,eriopoda,,Aecidium,graebnerianum,,,,,,
Aecidium hydnoideum,Dirca palustris,Thymelaeaceae,1190,1870,8657,72635,Dirca,palustris,,Aecidium,hydnoideum,,,,,,
Aecidium hydnoideum,Dirca palustris,Thymelaeaceae,1191,1870,8657,72636,Dirca,palustris,,Aecidium,hydnoideum,,,,,,
Aecidium hydnoideum,Dirca palustris,Thymelaeaceae,4271,1870,8657,38081,Dirca,palustris,,Aecidium,hydnoideum,,,"0, I",,,"rust, rouille  0 I"
Aecidium hydnoideum,Dirca palustris,Thymelaeaceae,4523,1870,8657,38082,Dirca,palustris,,Aecidium,hydnoideum,,,"0, I",,,"rust, rouille  0 I"
Aecidium hydnoideum,Dirca palustris,Thymelaeaceae,5905,1870,8657,38083,Dirca,palustris,,Aecidium,hydnoideum,,,"0, I",,,"rust, rouille  0 I"
Aecidium hydnoideum,Dirca palustris,Thymelaeaceae,5906,1870,8657,38084,Dirca,palustris,,Aecidium,hydnoideum,,,"0, I",,,"rust, rouille  0 I"
Aecidium ligustici,Haloscias scothicum,Apiaceae,172,7816,12372,76350,Haloscias,scothicum,,Aecidium,ligustici,,,,,,
Aecidium physalidis,Physalis heterophylla,Solanaceae,4266,3842,15826,79804,Physalis,heterophylla,,Aecidium,physalidis,,,,,,
Aecidium physalidis,Physalis heterophylla,Solanaceae,4271,3842,15826,44737,Physalis,heterophylla,,Aecidium,physalidis,,,"0, I",,,"rust, rouille  O I"
Aecidium physalidis,Physalis heterophylla,Solanaceae,4341,3842,15826,44738,Physalis,heterophylla,,Aecidium,physalidis,,,"0, I",,,"rust, rouille  O I"
Aecidium ranunculacearum,Anemone nemorosa,Ranunculaceae,1676,335,2941,32439,Anemone,nemorosa,,Aecidium,ranunculacearum,,,,,,
Aecidium ranunculacearum,Anemone richardsonii,Ranunculaceae,940,340,2941,66919,Anemone,richardsonii,,Aecidium,ranunculacearum,,,,,,
Aecidium ranunculacearum,Ranunculus,Ranunculaceae,940,4469,2941,85521,Ranunculus,,,Aecidium,ranunculacearum,,,,,,
Aecidium thalictri,Thalictrum alpinum,Ranunculaceae,4948,5441,25778,89756,Thalictrum,alpinum,,Aecidium,thalictri,,,,,,
Aecidium trifolii-repentis,Trifolium repens,Fabaceae,4696,5541,91021,18566,Trifolium,repens,,Aecidium,trifolii-repentis,,,,,on living leaves,rust
Aegerita,Populus trichocarpa,Salicaceae,3356,8087,54074,52093,Populus,trichocarpa,,Aegerita,,,,,,,
Aegerita fungicola,Tsuga heterophylla,Pinaceae,6356,5581,74571,506,Tsuga,heterophylla,,Aegerita,fungicola,,,,,,
Aegerita fungicola,Tsuga heterophylla,Pinaceae,6356,5581,74571,556,Tsuga,heterophylla,,Aegerita,fungicola,,,,,,
Aenigmatomyces ampullisporus,Myrica gale,Myricaceae,6507,3504,96764,92910,Myrica,gale,,Aenigmatomyces,ampullisporus,,,,a fungicolous fungus on an unidentified fungus on Myrica leaf,fungus host on leaf,
Agaricus rugosodisca,Abies balsamea,Pinaceae,2095,4,80352,22454,Abies,balsamea,,Agaricus,rugosodisca,,,,,,
Aglaospora profusa,Robinia pseudo-acacia,Fabaceae,326,4597,59459,57478,Robinia,pseudo-acacia,,Aglaospora,profusa,,,,,,
Aglaospora profusa,Robinia pseudo-acacia,Fabaceae,334,4597,59459,18513,Robinia,pseudo-acacia,,Aglaospora,profusa,,,,,on branches,
Aglaospora profusa,Robinia pseudo-acacia,Fabaceae,3513,4597,59459,57480,Robinia,pseudo-acacia,,Aglaospora,profusa,,,,,,
Aglaospora profusa,Robinia pseudo-acacia,Fabaceae,5264,4597,59459,57479,Robinia,pseudo-acacia,,Aglaospora,profusa,,,,,,
Aglenchus,Buxus microphylla var. koreana,Buxaceae,5961,5929,89721,8410,Buxus,microphylla,var. koreana,Aglenchus,,,,,,on soil around roots,
Agrobacterium,Capsicum annuum,Solanaceae,7600,1010,66718,99219,Capsicum,annuum,,Agrobacterium,,,,,from greenhouses,,
Agrobacterium,Daucus carota,Apiaceae,7691,1784,66718,101034,Daucus,carota,,Agrobacterium,,,,,,,
Agrobacterium,Forsythia,Oleaceae,7596,2320,66718,99122,Forsythia,,,Agrobacterium,,,,,,,
Agrobacterium,Malus pumila,Rosaceae,7534,3315,66718,97830,Malus,pumila,,Agrobacterium,,,,,,,
Agrobacterium,Malus pumila,Rosaceae,7935,3315,66718,105552,Malus,pumila,,Agrobacterium,,,,,,,
Agrobacterium,Rosa,Rosaceae,7596,4655,66718,99156,Rosa,,,Agrobacterium,,,,,,,
Agrobacterium,Rubus idaeus,Rosaceae,8708,4674,66718,116092,Rubus,idaeus,,Agrobacterium,,,,,,,Tumeur du collet ou de la tige
Agrobacterium,Rubus idaeus,Rosaceae,8738,4674,66718,119896,Rubus,idaeus,,Agrobacterium,,,,,,,Tumeur du collet ou de la tige
Agrobacterium,Rubus idaeus var. strigosus,Rosaceae,4586,4679,66718,11295,Rubus,idaeus,var. strigosus,Agrobacterium,,,,,,on stems,crown gall
Agrobacterium,Solanum tuberosum,Solanaceae,1449,5187,66718,7042,Solanum,tuberosum,,Agrobacterium,,,,,,"on stems, tubers",
Agrobacterium,Trifolium pratense,Fabaceae,8243,5539,66718,110706,Trifolium,pratense,,Agrobacterium,,,,,,roots,
Agrobacterium,Vitis vinifera,Vitaceae,7818,5815,66718,103883,Vitis,vinifera,,Agrobacterium,,,,,,,
Agrobacterium,Vitis vinifera,Vitaceae,7969,5815,66718,107383,Vitis,vinifera,,Agrobacterium,,,,,,,
Agrobacterium,Zea mays,Poaceae,3155,5844,66718,22430,Zea,mays,,Agrobacterium,,,,,,in rhizosphere,
Agrobacterium pseudotsugae,Pseudotsuga taxifolia,Pinaceae,1187,8156,20711,84689,Pseudotsuga,taxifolia,,Agrobacterium,pseudotsugae,,,,,,"bacterial gall, tumeur bactérienne"
Agrobacterium radiobacter,Rubus idaeus,Rosaceae,7535,4674,97076,98059,Rubus,idaeus,,Agrobacterium,radiobacter,,,,,,
Agrobacterium radiobacter,Solanum tuberosum,Solanaceae,8270,5187,97076,110936,Solanum,tuberosum,,Agrobacterium,radiobacter,,,,,roots,
Agrobacterium rhizogenes,Malus pumila,Rosaceae,1174,3315,13487,77466,Malus,pumila,,Agrobacterium,rhizogenes,,,,,roots,"hairy root, racines hirsutes"
Agrobacterium rhizogenes,Malus pumila,Rosaceae,1587,3315,13487,77465,Malus,pumila,,Agrobacterium,rhizogenes,,,,,roots,"hairy root, racines hirsutes"
Agrobacterium rhizogenes,Malus pumila,Rosaceae,7646,3315,13487,99612,Malus,pumila,,Agrobacterium,rhizogenes,,,,,,
Agrobacterium rhizogenes,Malus pumila,Rosaceae,7935,3315,13487,105551,Malus,pumila,,Agrobacterium,rhizogenes,,,,,,
Agrobacterium rhizogenes,Rubus idaeus,Rosaceae,7646,4674,13487,99582,Rubus,idaeus,,Agrobacterium,rhizogenes,,,,,,
Agrobacterium rhizogenes,Solanum tuberosum,Solanaceae,8243,5187,13487,110733,Solanum,tuberosum,,Agrobacterium,rhizogenes,,,,,tuber,
Agrobacterium rhizogenes,Trifolium pratense,Fabaceae,8243,5539,13487,110771,Trifolium,pratense,,Agrobacterium,rhizogenes,,,,,roots,
Agrobacterium rubi,Rosa,Rosaceae,1185,4655,22341,86319,Rosa,,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rosa,Rosaceae,2901,4655,22341,86320,Rosa,,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rosa hybrid,Rosaceae,5835,4627,22341,8237,Rosa,hybrid,,Agrobacterium,rubi,,,,,,crown gall
Agrobacterium rubi,Rubus,Rosaceae,1585,4706,22341,86566,Rubus,,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus,Rosaceae,4735,4706,22341,86565,Rubus,,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus idaeus,Rosaceae,107,4674,22341,86554,Rubus,idaeus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus idaeus,Rosaceae,2901,4674,22341,86555,Rubus,idaeus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus idaeus,Rosaceae,7940,4674,22341,106309,Rubus,idaeus,,Agrobacterium,rubi,,,,,,
Agrobacterium rubi,Rubus idaeus,Rosaceae,7969,4674,22341,107411,Rubus,idaeus,,Agrobacterium,rubi,,,,,,
Agrobacterium rubi,Rubus idaeus var. strigosus,Rosaceae,1325,4679,22341,8103,Rubus,idaeus,var. strigosus,Agrobacterium,rubi,,,,,on canes,cane gall
Agrobacterium rubi,Rubus idaeus x strigosus,Rosaceae,5835,5884,22341,8256,Rubus,idaeus x strigosus,,Agrobacterium,rubi,,,,,,cane gall
Agrobacterium rubi,Rubus laciniatus,Rosaceae,5835,4683,22341,8255,Rubus,laciniatus,,Agrobacterium,rubi,,,,,,cane gall
Agrobacterium rubi,Rubus leucodermis,Rosaceae,110,8253,22341,86556,Rubus,leucodermis,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus loganobaccus,Rosaceae,1182,8259,22341,86557,Rubus,loganobaccus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus loganobaccus,Rosaceae,1183,8259,22341,86558,Rubus,loganobaccus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus loganobaccus,Rosaceae,1186,8259,22341,86559,Rubus,loganobaccus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus loganobaccus,Rosaceae,2901,8259,22341,86560,Rubus,loganobaccus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus loganobaccus,Rosaceae,5835,8259,22341,8239,Rubus,loganobaccus,,Agrobacterium,rubi,,,,,,cane gall
Agrobacterium rubi,Rubus occidentalis,Rosaceae,1184,4686,22341,86561,Rubus,occidentalis,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus occidentalis,Rosaceae,1321,4686,22341,7792,Rubus,occidentalis,,Agrobacterium,rubi,,,,,on canes,cane gall
Agrobacterium rubi,Rubus occidentalis,Rosaceae,5835,4686,22341,8251,Rubus,occidentalis,,Agrobacterium,rubi,,,,,,cane gall
Agrobacterium rubi,Rubus procerus,Rosaceae,1138,4695,22341,86567,Rubus,procerus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus procerus,Rosaceae,1182,4695,22341,86562,Rubus,procerus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus procerus,Rosaceae,1186,4695,22341,86563,Rubus,procerus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
Agrobacterium rubi,Rubus procerus,Rosaceae,2901,4695,22341,86564,Rubus,procerus,,Agrobacterium,rubi,,,,,roots,"cane gall, tumeur de la tige"
